"STN
Code",Name of Monitoring Location,State Name,"Temperature
⁰C",pH,Conductivity (μmhos/cm),BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L),Arsenic (mg/L)
2468,"BHADOHI INDUSTRIAL AREA, DEVELOPMENT AUTHORITY,
SANT RAVIDAS NAGAR",UTTAR PRADESH,26.5,7.8,540,-,-,-,-,318,-,-
2467,"CHANDPUR INDUSTRIAL AREA,
LAHARTARA, VARANASI",UTTAR PRADESH,25.0,7.8,612,-,-,-,-,354,-,-
1756,"GOPIGANJ INDUSTRIAL AREA
BHADOHI, VARANASI, U.P",UTTAR PRADESH,27.0,7.8,528,-,-,-,-,312,-,-
1758,"GROUND AROUND STP
DINAPUR, VARANASI, U.P",UTTAR PRADESH,25.5,7.7,508,-,-,-,-,280,-,-
1754,"HAPUR ROAD INDUSTRIAL AREA
GHAZIABAD, U.P",UTTAR PRADESH,22.0,7.5,710,1.0,0.31,2,2,420,0.2,-
1759,"IFFCO, PHOOLPUR, ALLAHABAD,
U.P",UTTAR PRADESH,25.4,7.2,1188,1.0,0.90,2,2,241,0.4,-
1747,"INDIA MARKA HAND PUMP IN
SAROWNI BLOCK AT RAIBAREILLY, U.P",UTTAR PRADESH,18.0,8.4,977,-,-,2,2,682,1.5,-
2475,"INDUSTRIAL AREA, SULTANPUR ROAD",UTTAR PRADESH,18.0,8.1,1028,-,-,2,2,802,0.7,-
1760,"M/S KANORIA CHEMICAL
SONBHADRA, U.P",UTTAR PRADESH,-,8.0,2600,-,-,-,-,1306,-,-
1753,"MEERUT ROAD INDUSTRIAL
AREA GHAZIABAD, U.P",UTTAR PRADESH,23.0,7.4,1150,1.0,0.30,2,2,755,0.2,-
1757,"MIRZAPUR INDUSTRIAL AREA,
U.P",UTTAR PRADESH,-,7.3,694,-,-,-,346,345,-,-
1746,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,19.0,8.0,801,-,-,2,2,528,0.7,-
2477,"NEAR ARYA KANYA INTER
COLLEGE. JALAUN",UTTAR PRADESH,23.0,7.5,948,-,-,-,-,568,-,-
2479,"NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR,
DELHI ROAD, MORADABAD",UTTAR PRADESH,25.0,7.5,470,1.0,0.30,2,34,280,0.3,-
2481,"NEAR PEER BEGRAJ INDSTRIAL
AREA, MUZAFFARNAGAR",UTTAR PRADESH,21.5,7.6,465,-,-,-,-,395,-,-
1755,"PILKHUA INDUSTRIAL AREA
GHAZIABAD, U.P",UTTAR PRADESH,22.0,7.2,1445,1.0,0.30,2,2,920,0.2,-
1752,"SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, U.P",UTTAR PRADESH,24.0,7.2,2120,1.2,0.40,2,2,1460,0.2,-
1751,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA, MORADABAD,
U.P",UTTAR PRADESH,-,7.4,742,1.0,0.30,2,24,464,0.4,-
1761,"TUBE WELL IN SINGRAULI
INDUSTRIAL AREA, U.P",UTTAR PRADESH,-,7.4,186,-,-,-,-,94,-,-
2474,"UNCHAHAAR (NEAR THERMAL
POWER PLANT)",UTTAR PRADESH,20.0,7.9,921,-,-,2,2,602,0.8,-
3452,"GROUND WATER AT BHAGWAN
INDUSTRIAL AREA- 1",UTTARAKHAND,18.0,7.9,420,1.0,2.60,2,2,260,0.2,0.001
3453,"GROUND WATER AT BHAGWAN INDUSTRIAL AREA- 2, SIKANDERPUR, LAKHESWARI,
ROORKEE, HARIDWAR",UTTARAKHAND,21.0,8.4,1064,1.0,3.60,2,2,674,0.4,0.001
3448,GROUND WATER AT KASHIPUR BAJPUR ROAD- 1,UTTARAKHAND,30.0,7.2,320,6.0,0.30,-,-,218,0.5,0.001
3449,"GROUND WATER AT KASHIPUR
BAJPUR ROAD- 2",UTTARAKHAND,30.0,7.7,370,2.2,0.60,-,-,256,0.5,0.001
3446,"GROUND WATER AT KASHIPUR
MORADABAD ROAD- 1",UTTARAKHAND,28.0,7.5,400,1.6,0.30,-,-,225,0.5,0.001
3447,"GROUND WATER AT KASHIPUR
MORADABAD ROAD- 2",UTTARAKHAND,28.0,7.4,370,2.2,0.60,-,-,256,0.5,0.001
3442,"GROUND WATER AT PANTNAGAR INDUSTRIAL AREA-
1",UTTARAKHAND,32.0,7.7,320,2.0,0.30,-,-,206,0.8,0.001
3443,"GROUND WATER AT PANTNAGAR INDUSTRIAL AREA-
2",UTTARAKHAND,32.0,7.6,293,2.2,0.30,-,-,196,0.8,0.001
3454,"GROUND WATER AT ROORKEE INDUSTRIAL AREA- 1, CHC
BHAGWANPUR,HARIDWAR",UTTARAKHAND,22.0,8.3,849,1.0,5.70,2,2,525,0.2,0.001
3455,"GROUND WATER AT ROORKEE
INDUSTRIAL AREA- 2, SUNEHRA",UTTARAKHAND,20.0,7.5,286,1.0,0.30,-,-,183,0.2,0.001
3444,"GROUND WATER AT SANTIPURI
KICHHA- 1",UTTARAKHAND,32.0,7.5,330,2.7,0.30,-,-,227,0.4,0.001
3445,"GROUND WATER AT SANTIPURI
KICHHA- 2",UTTARAKHAND,32.0,7.3,360,2.0,0.30,-,-,235,0.6,0.001
3456,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 1, DEHRADUN",UTTARAKHAND,19.0,6.7,250,1.0,0.30,2,2,160,0.5,0.001
3457,"GROUND WATER AT SELAQUI
INDUSTRIAL AREA- 2, DEHRADUN",UTTARAKHAND,20.0,7.3,283,1.0,0.30,2,2,183,0.4,0.001
3450,"GROUND WATER AT SIDCUL INDUSTRIAL AREA- 1, ROSHANABAD COLLECTORATE,
HARIDWAR",UTTARAKHAND,21.0,7.6,937,1.0,2.10,2,2,599,0.2,0.001
3451,"GROUND WATER AT SIDCUL INDUSTRIAL AREA- 2, SALEEMPUR
CHOWK,ROORKEE,HARIDWAR",UTTARAKHAND,20.0,7.6,695,1.0,3.80,2,2,430,0.2,0.001
3440,"GROUND WATER AT SITAR GANJ
INDUSTRIAL AREA- 1",UTTARAKHAND,28.0,7.5,547,3.5,0.30,2,2,270,0.6,0.001
3441,GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 2,UTTARAKHAND,28.0,7.2,529,3.8,0.30,2,2,272,0.7,0.001
1748,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD.",UTTARAKHAND,30.0,8.0,320,2.4,0.30,2,2,210,0.4,0.001
2547,"AMTOLA ON DIAMOND
HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,30.0,7.5,7356,1.0,1.20,2,5,6070,0.6,0.001
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,31.0,8.0,470,1.0,0.50,2,2,248,0.9,0.001
1772,"BARSAT MUNICIPALITY NORTH 24-P, WEST BENGAL",WEST BENGAL,32.0,8.0,856,1.0,0.30,4,5,530,0.4,0.001
1777,"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,30.0,7.6,1769,1.0,0.30,2,4,824,0.4,0.001
2537,"BOLPUR NEAR RAILWAY
STATION",WEST BENGAL,30.0,7.9,614,1.0,0.40,2,2,500,0.6,0.001
1938,BSIRHAT MUNICIPALITY,WEST BENGAL,32.0,8.4,1881,1.0,0.30,9,10,934,0.4,0.015
1934,"CENTRAL HOWRAH-RESIDENTAIL
AREA",WEST BENGAL,30.0,7.5,3009,1.0,0.30,2,2,1566,0.5,0.001
1932,CENTRAL KOLKATA,WEST BENGAL,30.0,7.8,627,1.0,0.30,2,2,316,0.6,0.001
1931,COSSIPORE - NORTH KOLKATA,WEST BENGAL,30.0,7.5,2859,1.0,0.30,2,13,2048,0.3,0.001
1779,"DANKUNI (NEAR COAL
COMPLEX), WEST BENGAL",WEST BENGAL,29.0,7.5,9678,1.0,0.70,2,2,662,1.0,0.012
1775,"DHAPA CALCUTTA, WEST
BENGAL",WEST BENGAL,31.0,7.1,1650,1.0,0.30,2,2,1216,0.3,0.001
1778,"DOMJUR HOWRAH, WEST
BENGAL",WEST BENGAL,30.0,7.8,878,1.0,0.70,2,2,554,0.3,0.001
1768,"DURGAPUR TOWN, BURDWAN,
WEST BENGAL",WEST BENGAL,32.0,7.7,760,1.0,0.30,2,8,362,1.2,0.001
1767,"DURGAPUR TOWN, NEAR IISCO,
BURDWAN, WEST BENGAL",WEST BENGAL,28.0,7.9,753,1.0,0.30,2,2,526,0.5,0.001
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,30.0,7.7,739,1.0,0.49,2,2,368,1.1,0.001
1945,ENGLISH BAZAR- MALDAH,WEST BENGAL,32.0,7.4,1398,1.0,1.08,2,2,820,0.9,0.013
2526,FULBARI BARRAGE,WEST BENGAL,25.0,7.2,175,1.0,0.30,2,2,14,0.2,-
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,29.0,7.7,912,1.0,0.44,2,2,498,0.7,0.001
4730,"GROUND WATER (DUGWELL) AT
HARISHPAL MORE",WEST BENGAL,29.0,7.8,612,1.0,0.30,2,2,168,0.2,0.001
4714,"GROUND WATER AT ANGADPUR
ANGADPUR DURGAPUR",WEST BENGAL,32.0,8.1,738,1.0,0.30,2,5,390,1.5,0.008
4708,GROUND WATER AT BERHAMPORE,WEST BENGAL,28.0,7.4,938,1.0,0.30,9,12,636,0.5,0.023
4709,GROUND WATER AT CHINSURA,WEST BENGAL,30.0,8.0,3482,1.0,0.30,2,2,232,0.6,0.001
4716,"GROUND WATER AT HURALALPUR, PURULIA",WEST BENGAL,29.0,8.1,683,1.0,0.46,2,2,592,0.5,0.001
4706,GROUND WATER AT KHARDAH,WEST BENGAL,29.0,7.9,1248,1.0,0.30,2,2,624,0.8,0.009
4721,"GROUND WATER AT MATIGARA
BAZAAR",WEST BENGAL,28.0,7.6,78,1.0,0.41,2,2,42,0.2,0.001
4715,"GROUND WATER AT
MUCHIPARA DURGAPUR",WEST BENGAL,31.0,7.5,229,1.0,0.30,2,2,138,0.6,0.001
4707,GROUND WATER AT NAIHATI,WEST BENGAL,28.0,8.1,419,1.0,0.32,2,2,208,0.4,0.001
4737,"GROUND WATER AT SHYAMPUR
BUDGE BUDGE",WEST BENGAL,29.0,7.5,4213,1.0,1.20,2,2,2858,0.5,0.001
4726,"GROUND WATER MIRIK
DUGWELL",WEST BENGAL,18.0,7.4,141,1.0,0.30,2,2,68,0.2,0.001
2545,"GROUND WATER POINT AT
PURULIA RK MISSION",WEST BENGAL,28.0,7.5,1196,1.0,0.51,2,2,788,0.5,0.012
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,29.0,8.3,727,1.0,0.37,2,2,470,0.9,0.001
2529,"GROUND WATER POINT NEAR
BURDWAN STATION",WEST BENGAL,29.0,7.8,1299,1.0,0.39,2,2,884,1.0,0.010
4732,GROUNDWATER AT ANANDA MOHAN COMMERCE COLLEGE,WEST BENGAL,26.0,7.7,194,1.0,0.30,2,2,92,0.3,-
4733,"GROUNDWATER AT SUKNA
FOREST RANGE",WEST BENGAL,28.0,7.4,224,1.0,0.30,2,2,98,0.2,0.001
4731,"GROUNDWATER AT UTTARBANGA KRISHI
VISHWAVIDYALAYA",WEST BENGAL,27.0,7.6,259,1.0,0.52,2,2,182,0.2,0.001
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,30.0,7.5,1264,1.2,1.10,4,33,778,0.3,0.001
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,67.0,9.1,523,1.0,0.30,2,2,394,15.8,0.009
1935,"INSIDE KOLKATA LEATHER
COMPLEX",WEST BENGAL,31.0,7.2,1325,1.0,0.30,2,23,936,0.4,0.001
1771,"KALYANI INDUSTRIAL AREA,
NADIA, WEST BENGAL",WEST BENGAL,28.0,7.9,1400,1.0,0.30,2,2,982,0.3,0.023
1766,"MINE PIT WATER ASSANSOL, WEST BENGAL",WEST BENGAL,29.0,8.4,594,1.0,0.30,2,2,454,0.6,0.001
2538,MOREGRAM CROSSING,WEST BENGAL,29.0,8.0,546,1.0,0.46,2,2,322,1.0,0.001
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,30.0,8.2,729,1.0,0.36,4,8,544,1.0,0.001
1941,"NEAR FLY ASH DUMPING SITE- KUNTIGHAT, BANDEL",WEST BENGAL,28.0,7.8,4080,1.0,0.30,2,2,278,0.3,0.001
1933,"NEAR GALVANISATION UNIT,
HOWRAH",WEST BENGAL,29.0,7.5,1593,1.0,0.35,2,11,812,0.4,0.001
1940,"NEAR THE PHOSPHATE
COMPANY-RISHRA",WEST BENGAL,29.0,7.9,6464,1.0,0.60,2,2,482,1.0,0.001
1937,RAJARHAT - NEW TOWNSHIP,WEST BENGAL,30.0,7.9,1769,1.0,0.40,2,2,1012,0.5,0.001
1936,RESIDENTIAL AREA - SONARPUR,WEST BENGAL,32.0,7.5,1447,1.0,0.30,2,2,726,0.4,0.001
1813,"RISHRA, WEST BENGAL",WEST BENGAL,30.0,7.8,2800,1.0,0.38,2,2,252,0.8,0.001
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,28.0,8.0,969,1.0,0.30,2,2,730,1.0,0.012
2543,"SDO OFFICE AT BISHNUPUR
TOWN",WEST BENGAL,29.0,7.2,270,1.0,0.48,2,2,158,0.5,0.001
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,26.0,8.1,772,1.0,0.30,2,2,428,0.4,0.001
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,27.0,7.5,816,1.0,0.30,2,2,552,0.3,0.001
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,30.0,7.9,651,1.0,0.30,2,6,640,0.6,0.001
1773,"TANGRA, CALCUTTA , WEST
BENGAL",WEST BENGAL,31.0,7.4,1730,1.0,0.30,7,23,1500,0.3,0.001
1774,"TOPSIA CALCUTTA, WEST
BENGAL",WEST BENGAL,31.0,7.3,1921,1.0,0.30,23,79,1470,0.3,0.001
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,30.0,7.6,1090,1.0,0.80,2,2,478,0.3,0.001
2535,VISVA BHARATI,WEST BENGAL,31.0,8.2,437,1.0,0.31,2,2,254,0.9,0.001
"Note: - Above data is as per the information provided by the SPCBs/PCCs through EWQDES Portal. Further clarifications, if any may please be obtained from
respective SPCB/PCC",,,,,,,,,,,,
"BDL Values of Parameters: - pH – (2.0), Conductivity (µmhos/cm) – (5), BOD (mg/L) – (1), Nitrate-N(mg/l) – (0.32) & Fecal Coliform & Total Coli form (MPN/100ml) –
(1.8), Total Dissolved Solids (mg/L)-(10), Fluoride (mg/L)-(0.2) &  Arsenic (mg/L)- (0.01)",,,,,,,,,,,,
